,거래id,유형,고객id,코스ID,사이트,포맷,카테고리,코스(상품) 이름,거래일자,쿠폰이름,판매가격,결제수단,실거래금액,쿠폰할인액,거래금액,환불금액,월,일
126596,1703550,PAYMENT,74368,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-01 20:03:04,[프로모션] 2월 1+1 수강권 이벤트,158000,PROMOTION,0,222000,0,-,3,1
126598,1703539,PAYMENT,78650,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-01 20:03:40,[프로모션] 2월 1+1 수강권 이벤트,158000,PROMOTION,0,160000,0,-,3,1
126674,1703208,PAYMENT,18007,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-01 14:03:15,[프로모션] 2월 1+1 수강권 이벤트,158000,POINT,4000,154000,4000,-,3,1
126689,1703145,PAYMENT,73504,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-01 13:03:08,[프로모션] 2월 1+1 수강권 이벤트,158000,PROMOTION,0,223000,0,-,3,1
126705,1703097,PAYMENT,76755,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-01 12:03:01,-,158000,POINT,158000,-,158000,-,3,1
126745,1702944,PAYMENT,82101,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-01 10:03:05,[프로모션] 2월 1+1 수강권 이벤트,158000,PROMOTION,0,172000,0,-,3,1
126817,1702611,PAYMENT,71213,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-01 00:03:11,설문조사 제출완료 리워드 : 온라인 강의 2만원 할인 쿠폰,158000,CARD,138000,20000,138000,-,3,1
126846,1702521,PAYMENT,40451,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 23:02:45,-,157000,CARD,157000,-,157000,-,2,28
126849,1702514,PAYMENT,49381,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 23:02:48,-,157000,CARD,157000,-,157000,-,2,28
126962,1702177,PAYMENT,49399,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 23:02:27,[프로모션] 2월 1+1 수강권 이벤트,157000,PROMOTION,0,169000,0,-,2,28
127022,1701996,PAYMENT,60345,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 23:02:39,-,157000,POINT,157000,-,157000,-,2,28
127058,1701915,PAYMENT,64117,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 22:02:39,[프로모션] 2월 1+1 수강권 이벤트,157000,CARD,13000,144000,13000,-,2,28
127127,1701677,PAYMENT,85356,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 22:02:05,-,157000,CARD,157000,-,157000,-,2,28
127175,1701497,PAYMENT,50661,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 21:02:01,[WELCOME] 2월이니까 2만원 할인,157000,CARD,137000,20000,137000,-,2,28
127189,1701461,PAYMENT,7170,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 21:02:34,[WELCOME] 2월이니까 2만원 할인,157000,POINT,137000,20000,137000,-,2,28
127294,1701179,PAYMENT,67371,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 21:02:30,[프로모션] 2월 1+1 수강권 이벤트,157000,POINT,1000,156000,1000,-,2,28
127331,1701030,PAYMENT,78119,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 20:02:40,-,157000,CARD,157000,-,157000,-,2,28
127394,1700823,PAYMENT,72207,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 20:02:05,-,157000,CARD,157000,-,157000,-,2,28
127396,1700813,PAYMENT,12749,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 19:02:55,[프로모션] 2월 1+1 수강권 이벤트,157000,PROMOTION,0,162000,0,-,2,28
127399,1700807,PAYMENT,59621,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 19:02:39,[프로모션] 2월 1+1 수강권 이벤트,157000,CARD,12000,145000,12000,-,2,28
127444,1700682,PAYMENT,33007,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 19:02:05,[프로모션] 2월 1+1 수강권 이벤트,157000,PROMOTION,0,250000,0,-,2,28
127499,1700532,PAYMENT,47615,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 18:02:01,-,157000,CARD,157000,-,157000,-,2,28
127572,1700348,PAYMENT,91943,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 18:02:52,-,157000,POINT,157000,-,157000,-,2,28
127679,1699962,PAYMENT,14675,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 17:02:25,[WELCOME] 2월이니까 2만원 할인,157000,POINT,137000,20000,137000,-,2,28
127744,1699729,PAYMENT,88079,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 16:02:14,-,157000,CARD,157000,-,157000,-,2,28
127858,1699462,PAYMENT,9425,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 15:02:37,[프로모션] 2월 1+1 수강권 이벤트,157000,POINT,34000,123000,34000,-,2,28
127890,1699373,PAYMENT,54567,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 14:02:15,[프로모션] 2월 1+1 수강권 이벤트,157000,PROMOTION,0,212000,0,-,2,28
127896,1699360,PAYMENT,83456,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 14:02:19,-,157000,CARD,157000,-,157000,-,2,28
127963,1699133,PAYMENT,29820,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 14:02:12,[프로모션] 2월 1+1 수강권 이벤트,157000,POINT,12000,145000,12000,-,2,28
127974,1699095,PAYMENT,61662,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 13:02:58,-,157000,CARD,157000,-,157000,-,2,28
128046,1698883,PAYMENT,70058,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 12:02:33,[프로모션] 2월 1+1 수강권 이벤트,157000,PROMOTION,0,241000,0,-,2,28
128072,1698812,PAYMENT,64773,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 12:02:32,[프로모션] 2월 1+1 수강권 이벤트,157000,PROMOTION,0,188000,0,-,2,28
128272,1698393,REFUND,24220,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 10:02:09,-,157000,POINT,-157000,-,-,-157000,2,28
128288,1698359,REFUND,99057,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 10:02:14,-,157000,CARD,-157000,-,-,-157000,2,28
128345,1698274,PAYMENT,1086,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 10:02:55,[프로모션] 2월 1+1 수강권 이벤트,157000,PROMOTION,0,241000,0,-,2,28
128417,1698144,PAYMENT,75153,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 09:02:36,[WELCOME] 2월이니까 2만원 할인,157000,CARD,137000,20000,137000,-,2,28
128512,1697927,PAYMENT,20166,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 07:02:05,[프로모션] 2월 1+1 수강권 이벤트,157000,PROMOTION,0,165000,0,-,2,28
128534,1697861,PAYMENT,9469,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 06:02:32,[WELCOME] 2월이니까 2만원 할인,157000,POINT,137000,20000,137000,-,2,28
128562,1697788,PAYMENT,77631,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 03:02:19,-,157000,VBANK,157000,-,157000,-,2,28
128623,1697626,PAYMENT,11211,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 01:02:52,-,157000,POINT,157000,-,157000,-,2,28
128646,1697549,PAYMENT,36312,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 00:02:49,[프로모션] 2월 1+1 수강권 이벤트,157000,CARD,9000,148000,9000,-,2,28
128704,1697265,PAYMENT,36841,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 22:02:54,-,157000,CARD,157000,-,157000,-,2,27
128744,1697044,PAYMENT,16597,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 20:02:21,[WELCOME] 2월이니까 2만원 할인,157000,POINT,137000,20000,137000,-,2,27
128801,1696730,PAYMENT,17260,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 17:02:57,-,157000,CARD,157000,-,157000,-,2,27
128827,1696599,PAYMENT,6313,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 16:02:34,-,157000,POINT,157000,-,157000,-,2,27
128828,1696595,PAYMENT,22805,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 16:02:56,-,157000,CARD,157000,-,157000,-,2,27
128834,1696559,PAYMENT,59787,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 16:02:30,-,157000,CARD,157000,-,157000,-,2,27
128837,1696545,PAYMENT,50056,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 15:02:12,-,157000,CARD,157000,-,157000,-,2,27
128866,1696433,PAYMENT,95438,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 14:02:55,-,157000,POINT,157000,-,157000,-,2,27
128886,1696323,PAYMENT,6612,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 13:02:23,-,157000,POINT,157000,-,157000,-,2,27
128908,1696221,PAYMENT,63861,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-28 00:02:24,-,157000,VBANK,157000,-,157000,-,2,28
128923,1696150,PAYMENT,9587,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 10:02:49,-,157000,CARD,157000,-,157000,-,2,27
128930,1696122,PAYMENT,80638,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 09:02:33,-,157000,CARD,157000,-,157000,-,2,27
128931,1696118,PAYMENT,83993,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 09:02:01,-,157000,CARD,157000,-,157000,-,2,27
128938,1696053,PAYMENT,88339,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 06:02:57,-,157000,CARD,157000,-,157000,-,2,27
128964,1695881,PAYMENT,99849,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-27 00:02:55,-,157000,CARD,157000,-,157000,-,2,27
128982,1695781,PAYMENT,66245,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-26 23:02:32,[WELCOME] 2월이니까 2만원 할인,157000,POINT,137000,20000,137000,-,2,26
128987,1695756,PAYMENT,97277,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-26 23:02:43,[WELCOME] 2월이니까 2만원 할인,157000,TRANS,137000,20000,137000,-,2,26
129013,1695666,PAYMENT,85471,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-26 21:02:35,-,157000,POINT,157000,-,157000,-,2,26
129088,1695265,PAYMENT,80693,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-26 16:02:27,-,157000,CARD,157000,-,157000,-,2,26
129159,1694879,PAYMENT,24742,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-26 10:02:42,-,157000,CARD,157000,-,157000,-,2,26
129171,1694838,PAYMENT,23400,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-26 09:02:04,-,157000,CARD,157000,-,157000,-,2,26
129254,1694190,PAYMENT,65131,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-25 20:02:36,[WELCOME] 2월이니까 2만원 할인,157000,POINT,137000,20000,137000,-,2,25
129268,1694100,PAYMENT,28192,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-25 19:02:08,-,157000,POINT,157000,-,157000,-,2,25
129288,1693965,PAYMENT,20562,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-25 18:02:50,-,157000,CARD,157000,-,157000,-,2,25
129334,1693414,PAYMENT,70288,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-25 16:02:04,-,157000,CARD,157000,-,157000,-,2,25
129337,1693348,PAYMENT,41810,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-25 15:02:37,-,157000,CARD,157000,-,157000,-,2,25
129422,1692814,PAYMENT,87550,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-25 13:02:23,-,157000,CARD,157000,-,157000,-,2,25
129462,1692286,REFUND,83847,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-25 10:02:23,-,157000,CARD,-157000,-,-,-157000,2,25
129470,1692246,REFUND,2259,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-25 10:02:29,-,157000,CARD,-104666,-,-,-104666,2,25
129498,1691965,PAYMENT,80831,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-25 07:02:53,-,157000,CARD,157000,-,157000,-,2,25
129590,1690620,PAYMENT,57633,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-24 20:02:37,-,157000,VBANK,157000,-,157000,-,2,24
129732,1689333,PAYMENT,95769,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-24 12:02:30,-,157000,CARD,157000,-,157000,-,2,24
129823,1688808,PAYMENT,38772,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-24 04:02:05,-,157000,CARD,157000,-,157000,-,2,24
130004,1687358,PAYMENT,69866,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-23 15:02:56,[WELCOME] 2월이니까 2만원 할인,157000,POINT,137000,20000,137000,-,2,23
130140,1686515,PAYMENT,71663,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-23 06:02:10,-,157000,CARD,157000,-,157000,-,2,23
130147,1686491,PAYMENT,55631,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-23 06:02:43,-,157000,CARD,157000,-,157000,-,2,23
130186,1686035,PAYMENT,65376,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-22 22:02:40,[WELCOME] 2월이니까 2만원 할인,157000,CARD,137000,20000,137000,-,2,22
130202,1685944,PAYMENT,44458,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-22 21:02:08,-,157000,CARD,157000,-,157000,-,2,22
130222,1685789,PAYMENT,21337,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-22 20:02:05,[무료수강권] 골든래빗 출판사 검토용,157000,PROMOTION,0,157000,0,-,2,22
130236,1685716,PAYMENT,23281,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-22 19:02:12,-,157000,CARD,157000,-,157000,-,2,22
130283,1685442,PAYMENT,26459,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-22 17:02:57,-,157000,VBANK,157000,-,157000,-,2,22
130293,1685376,PAYMENT,67061,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-22 17:02:51,-,157000,CARD,157000,-,157000,-,2,22
130372,1684934,PAYMENT,39894,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-22 13:02:23,[WELCOME] 2월이니까 2만원 할인,157000,CARD,137000,20000,137000,-,2,22
130401,1684785,PAYMENT,79045,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-22 12:02:43,-,157000,CARD,157000,-,157000,-,2,22
130440,1684633,REFUND,83698,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-22 10:02:52,-,157000,POINT,-157000,-,-,-157000,2,22
130478,1684506,PAYMENT,21594,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-22 08:02:27,-,157000,CARD,157000,-,157000,-,2,22
130522,1684153,PAYMENT,37514,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-21 23:02:37,-,157000,CARD,157000,-,157000,-,2,21
130536,1684069,PAYMENT,94667,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-21 22:02:50,-,157000,CARD,157000,-,157000,-,2,21
130560,1683954,PAYMENT,15437,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-21 21:02:14,-,157000,VBANK,157000,-,157000,-,2,21
130599,1683719,PAYMENT,52639,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-21 19:02:57,-,157000,CARD,157000,-,157000,-,2,21
130644,1683478,PAYMENT,6474,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-21 17:02:29,-,157000,CARD,157000,-,157000,-,2,21
130729,1683093,REFUND,626,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-21 14:02:30,-,157000,CARD,-137000,-,-,-137000,2,21
130764,1682876,PAYMENT,80330,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-21 12:02:29,-,157000,CARD,157000,-,157000,-,2,21
130778,1682812,PAYMENT,62260,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-21 11:02:18,[WELCOME] 2월이니까 2만원 할인,157000,CARD,137000,20000,137000,-,2,21
130796,1682756,PAYMENT,16424,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-21 11:02:19,-,157000,CARD,157000,-,157000,-,2,21
130803,1682732,REFUND,21095,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-21 11:02:02,-,157000,CARD,-157000,-,-,-157000,2,21
130817,1682681,REFUND,67461,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-02-21 10:02:58,-,117000,POINT,-117000,-,-,-117000,2,21
